id,street,street_from,street_to,road_type,road_type_recode,install_year,install_type,verify_install_year,verify_install_date,verify_install_type,verify_install_comment,verify_upgrade1_year,verify_upgrade1_date,verify_upgrade1_type,verify_upgrade1_comment,verify_upgrade2_year,verify_upgrade2_date,verify_upgrade2_type,verify_upgrade2_comment,verify_misclass,geometry_len_km,geometry_crs,geometry
398,Russell Hill Rd,St Clair Ave W,Boulton Dr,Collector,Collector,2001,Bike Lane,2007,pre-2007,PL,"SV Sep 2007: https://www.google.com/maps/@43.6814679,-79.4057042,3a,90y,124.42h,78.54t/data=!3m7!1e1!3m5!1slMbBQ3zqUcpqh8pvMxRHYw!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu",,,,,,,,,,0.7068092391922541,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.40305 43.68089, -79.40312 43.68097, -79.40316 43.681, -79.40323 43.68105, -79.40331 43.6811, -79.40339 43.68114, -79.40348 43.68119, -79.40357 43.68123, -79.40367 43.68126, -79.40374 43.68127, -79.40385 43.68129, -79.404 43.68131, -79.40542 43.68145, -79.4055 43.68146, -79.40562 43.68148, -79.40574 43.6815, -79.40587 43.68154, -79.40597 43.68159, -79.40606 43.68163, -79.40614 43.68169, -79.4062 43.68173, -79.40622 43.68174, -79.40629 43.68179, -79.40636 43.68186, -79.40644 43.68194, -79.4065 43.68202, -79.40656 43.6821, -79.4066 43.68219, -79.40665 43.68229, -79.40672 43.68248, -79.40672 43.68248, -79.4079 43.68535))"
399,St George St,Dupont St,Lowther Ave,Minor Arterial,Arterial,2001,Bike Lane,2007,Pre-2007,PL,"PL pre 2007 no upgrades since: https://www.google.com/maps/@43.6730045,-79.402183,3a,49.8y,162.97h,78.84t/data=!3m7!1e1!3m5!1sjs2TzRpMDxx9b0YkCu493g!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu",,,,,,,,,,0.6850188161523674,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.40076 43.66982, -79.40187 43.67249, -79.40195 43.67269, -79.40203 43.67284, -79.40214 43.67299, -79.40229 43.67318, -79.40284 43.67388, -79.40298 43.67408, -79.40304 43.67418, -79.4031 43.67428, -79.40314 43.67434, -79.40327 43.67473, -79.4036 43.67559))"
400,St George St,Lowther Ave,College St,Minor Arterial,Arterial,2001,Bike Lane,2007,Pre-2007,PL,"PL pre 2007 no upgrades since: https://www.google.com/maps/@43.6638275,-79.3983122,3a,75y,135.96h,70.84t/data=!3m7!1e1!3m5!1sbRsf6msgpy5pVVsyT5E9zg!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu",,,,,,,,,,1.3034430666954966,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.3959 43.6587, -79.39595 43.65872, -79.39602 43.65875, -79.39607 43.65877, -79.39612 43.6588, -79.39617 43.65883, -79.39621 43.65886, -79.39625 43.6589, -79.39627 43.65893, -79.3963 43.65896, -79.39632 43.65899, -79.39635 43.65905, -79.3964 43.65913, -79.39644 43.65922, -79.3968 43.66012, -79.39682 43.66016, -79.39694 43.66045, -79.39762 43.66208, -79.39832 43.6638, -79.39844 43.66411, -79.39898 43.66544, -79.39963 43.66701, -79.39984 43.66752, -79.40032 43.66874, -79.40076 43.66982))"
402,College St,Manning Ave,Bay St,Major Arterial,Arterial,2001,Bike Lane,2009,Pre-2009,PL,"(K- PL along segment, disregard majority comment) PL* type about 50% of street segment, None (sharrows) on other 50% of segment; Imagery observation: PL on College St from Bay St to Manning Ave and from Lansdowne Ave to Dundas St. W ; Sharrows on College",,,,,,,,,,2.235747528926041,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.38585 43.66082, -79.38668 43.66066, -79.38743 43.66051, -79.39049 43.65986, -79.39258 43.6594, -79.39259 43.6594, -79.39348 43.6592, -79.39409 43.65907, -79.39461 43.65897, -79.39468 43.65895, -79.39529 43.65883, -79.3959 43.6587, -79.39621 43.65864, -79.39704 43.65848, -79.3982 43.65826, -79.39905 43.6581, -79.39963 43.65798, -79.39976 43.65797, -79.39984 43.65797, -79.40005 43.65795, -79.40018 43.65797, -79.40028 43.65797, -79.40081 43.65786, -79.40103 43.65782, -79.40185 43.65765, -79.40283 43.65746, -79.4032 43.65738, -79.40381 43.65726, -79.40408 43.65721, -79.40453 43.65712, -79.40523 43.65698, -79.40583 43.65686, -79.40652 43.65672, -79.40772 43.65648, -79.40835 43.65635, -79.40896 43.65623, -79.41016 43.65597, -79.41141 43.65571, -79.41262 43.65546))"
403,Davenport Rd,Old Weston Rd,Foundry Ave,Minor Arterial,Arterial,2001,Bike Lane,2009,Sep 2007 - Jun 2009*,PL,,2020,,PL,No changes in type,,,,,,1.0697908593840542,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.44942 43.67137, -79.44947 43.67137, -79.4511 43.6711, -79.45138 43.67104, -79.45145 43.67103, -79.45211 43.67091, -79.4525 43.67085, -79.45326 43.67072, -79.45446 43.67052, -79.45471 43.67049, -79.45502 43.67043, -79.45543 43.67038, -79.4556 43.67036, -79.45579 43.67034, -79.45616 43.67029, -79.45659 43.67025, -79.45673 43.67023, -79.45703 43.67021, -79.4577 43.67015, -79.45834 43.6701, -79.45857 43.67015, -79.45889 43.67024, -79.45954 43.67041, -79.45973 43.67046, -79.4607 43.67069, -79.46131 43.67084, -79.46144 43.67087, -79.46177 43.67093, -79.46219 43.67102, -79.46233 43.67102))"
404,Davenport Rd,Madison Ave,Cottingham Rd,Minor Arterial,Arterial,2001,Bike Lane,2007,Pre-2007,PL,"Sep 2007 SV: https://www.google.com/maps/@43.6777693,-79.4069575,3a,48.7y,79.88h,73.8t/data=!3m7!1e1!3m5!1sZcnyVe4oHoDQQdGG5_bhBQ!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu",,,,,,,,,,0.14737521731585718,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.40525 43.67782, -79.4054 43.67789, -79.40557 43.67794, -79.40579 43.67797, -79.40587 43.67797, -79.40602 43.67798, -79.40609 43.67797, -79.40618 43.67796, -79.40698 43.67773))"
406,Gerrard St E,River St,Blackburn St,Minor Arterial,Arterial,2001,Bike Lane,2007,pre Sep 2007,PL,"Sep 2007 SV: https://www.google.com/maps/@43.6646597,-79.3556234,3a,75y,250.74h,68.03t/data=!3m7!1e1!3m5!1s6HkQrxeLHAhoccpExrxjWw!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu",,,,,,,,,,0.33961045962333725,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.35924 43.66371, -79.35892 43.6638, -79.35706 43.66432, -79.35652 43.66446, -79.35556 43.66472, -79.35529 43.66478))"
407,Gerrard St W,Bay St,Yonge St,Minor Arterial,Arterial,2001,Cycle Track,2007,pre Sep 2007,PL,,2020,18-Dec-20,PBL,"SV Jun 2021: https://www.google.ca/maps/@43.6585353,-79.3845936,3a,75y,76.88h,82.65t/data=!3m7!1e1!3m5!1sOYE9BajGhYJvRvFhRFMajw!2e0!5s20210601T000000!7i16384!8i8192?entry=ttu",,,,,,0.23260579227295577,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.38212 43.6591, -79.38489 43.65851))"
408,Lake Shore Blvd W,Brown's Line,Twenty Second St,Major Arterial,Arterial,2001,Bike Lane,2007,pre Sep 2007,PL,"Sep 2007 SV: https://www.google.com/maps/@43.5932537,-79.5386475,3a,49.4y,74.41h,74.02t/data=!3m7!1e1!3m5!1s0_bufGhbF0yoFLDRoZbKhQ!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu",,,,,,,,,,1.4653092711735913,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.52132 43.59721, -79.52172 43.59713, -79.52249 43.59696, -79.5237 43.5967, -79.52441 43.59653, -79.525 43.59642, -79.52762 43.59581, -79.5283 43.59567, -79.52977 43.59532, -79.53031 43.5952, -79.53099 43.59506, -79.5324 43.59474, -79.53402 43.59436, -79.53561 43.59399, -79.537 43.59366, -79.53818 43.5934, -79.53868 43.59327))"
430,Steeles Ave E,143.5 M W Milliken Park Trl,Markham Rd,Major Arterial,Arterial,2001,Bike Lane,2007,pre 2007,PL,"PL installed pre 2007, see signs duiring this time, no upgrades since: https://www.google.com/maps/@43.8345509,-79.2606351,3a,32.8y,246.53h,79.15t/data=!3m7!1e1!3m5!1sFe7Vm6AnB_gwD6sNgK6JAw!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu",,,,,,,,,,1.8234910101577173,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.27283 43.83159, -79.27207 43.83176, -79.27113 43.83198, -79.2695 43.83235, -79.26796 43.8327, -79.26635 43.83309, -79.26359 43.83373, -79.26115 43.8343, -79.26004 43.83457, -79.25615 43.83546, -79.25525 43.83567, -79.25434 43.83588, -79.25216 43.83639, -79.25119 43.8366))"
431,Steeles Ave E,Beare Rd,Scarborough Pickering Town Line,Minor Arterial,Arterial,2001,Bike Lane - Buffered,2009,pre 2009,BUF,"PL (BUF) installed pre 2009, see signs duiring this time, no upgrades since: https://www.google.com/maps/@43.8547036,-79.1734155,3a,28.1y,353.61h,80.53t/data=!3m7!1e1!3m5!1s-Prgq8OBR3ymkWmvXNtw1Q!2e0!5s20090501T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,0.8207686627352462,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.18002 43.85317, -79.17757 43.85376, -79.17695 43.85391, -79.17663 43.85398, -79.17615 43.85409, -79.17114 43.85526, -79.17029 43.85546))"
471,West Rd,High Park Trl,Colborne Lodge Dr,Other,Local,2001,Bike Lane,2007,pre-2007,PL,"SV Sep 2007: https://www.google.com/maps/@43.652035,-79.4657077,3a,75y,211.71h,78.42t/data=!3m7!1e1!3m5!1sNITH9fx5amm6mR5kpuHNWg!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu",,,,,,,,,,1.1187257733717093,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.46517 43.64523, -79.46542 43.64521, -79.46554 43.64521, -79.46586 43.6452, -79.4659 43.6452, -79.46609 43.64522, -79.46612 43.64523, -79.46638 43.64529, -79.46672 43.64541, -79.46686 43.64549, -79.46691 43.64554, -79.46694 43.64558, -79.46707 43.64579, -79.46708 43.64581, -79.46753 43.64693, -79.46755 43.64701, -79.4676 43.6472, -79.46771 43.64822, -79.46774 43.6484, -79.46779 43.64861, -79.46801 43.64922, -79.46806 43.64944, -79.46809 43.64972, -79.46807 43.64988, -79.468 43.65004, -79.46787 43.65019, -79.46769 43.65033, -79.46747 43.65043, -79.4671 43.65059, -79.46678 43.65088, -79.46669 43.65097, -79.46629 43.65137, -79.4659 43.65176, -79.46577 43.65191, -79.4656 43.65214, -79.46545 43.65235, -79.46543 43.6524, -79.46539 43.65245, -79.46529 43.65273, -79.46519 43.65311, -79.46517 43.65341))"
481,Sherbourne St,Bloor St E,Front St E,Minor Arterial,Arterial,2001,Cycle Track,2009,Pre 2009,PL,"PL pre 2009, later upgraded, https://www.google.com/maps/@43.6601479,-79.3717699,3a,75y,135.22h,60.75t/data=!3m7!1e1!3m5!1swEYCms_IkcId7OeZE37VEA!2e0!5s20090701T000000!7i13312!8i6656?entry=ttu",2013,,PBL,"Upgraded to curb protected, PBL both sides of road. Seen under construiction Oct 2012 from sat imagery, see completed summer 2013. Will put 2013",,,,,,2.547181451916014,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.36789 43.65039, -79.36807 43.65083, -79.36826 43.65128, -79.36864 43.65215, -79.36915 43.65338, -79.36928 43.65389, -79.36946 43.65453, -79.36953 43.65472, -79.36958 43.65486, -79.36959 43.65488, -79.37012 43.65616, -79.37103 43.65829, -79.37136 43.65907, -79.37193 43.66045, -79.37203 43.66071, -79.37224 43.66123, -79.37306 43.66319, -79.37395 43.66532, -79.37468 43.66709, -79.37518 43.66825, -79.37539 43.66875, -79.37579 43.66966, -79.37625 43.67079, -79.37645 43.67127, -79.37652 43.67146, -79.37685 43.67236))"
485,Remembrance Dr,Lake Shore Blvd W,Martin Goodman Trl,Major Arterial,Arterial,2001,Bike Lane,2014,,PL,"PL: https://www.google.com/maps/@43.6344643,-79.4086283,3a,75y,261.82h,73.29t/data=!3m7!1e1!3m5!1sIauI9pWhcv0i6AvWxZIHYg!2e0!5s20150901T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,0.02720903730392289,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.40844 43.63434, -79.40857 43.6344, -79.40862 43.63442, -79.40875 43.63444))"
486,Harbord St,Ossignton Ave,St. George St,Minor Arterial,Arterial,2001,Cycle Track,2007,pre Sep 2007,PL,"SEP 2007 SV: https://www.google.ca/maps/@43.6585439,-79.4241322,3a,75y,61.37h,69.87t/data=!3m7!1e1!3m5!1sLqTiGq-iurqfB93yxGZNBg!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu",2014,,BUF,"Sv Oct 2014: https://www.google.ca/maps/@43.6588471,-79.4228461,3a,75y,81.87h,90t/data=!3m7!1e1!3m5!1sRjQxW1jDdXi0mzyOhjyhsg!2e0!5s20141001T000000!7i13312!8i6656?entry=ttu; PBL upgrade between Oct 2020 - Jun 2021, SV jun 2021: https://www.google.ca/maps/",2021,,PBL,"Upgraded to PBL, request sent Nov 2020, to be completed within first 2 quarters of 2021: https://secure.toronto.ca/council/agenda-item.do?item=2020.IE17.4",,2.180095569005042,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.39844 43.66411, -79.39874 43.66389, -79.39897 43.66376, -79.39904 43.66368, -79.40009 43.6635, -79.40063 43.66338, -79.40128 43.66324, -79.40211 43.66305, -79.40273 43.66294, -79.4029 43.6629, -79.40308 43.66286, -79.40387 43.6627, -79.40482 43.66249, -79.4054 43.66238, -79.40604 43.66226, -79.40662 43.66214, -79.40722 43.66202, -79.40771 43.66191, -79.40785 43.66189, -79.40854 43.66176, -79.40916 43.66164, -79.40977 43.66151, -79.41037 43.66139, -79.41098 43.66127, -79.41159 43.66114, -79.41222 43.66102, -79.41284 43.66089, -79.41344 43.66076, -79.41401 43.66065, -79.41403 43.66065, -79.41407 43.66064, -79.41467 43.66053, -79.41525 43.66041, -79.41586 43.66028, -79.41643 43.66016, -79.4169 43.66006, -79.41751 43.65993, -79.41806 43.65983, -79.41897 43.65964, -79.41901 43.65964, -79.41958 43.65952, -79.42012 43.6594, -79.42068 43.65928, -79.42127 43.65916, -79.42131 43.65915, -79.42188 43.65904, -79.42247 43.65892, -79.42251 43.65891, -79.42309 43.6588, -79.42368 43.65868, -79.42432 43.65855))"
487,Wellesley St E,Yonge St,Sherbourne St,Minor Arterial,Arterial,2001,Cycle Track,2009,pre-2009,PL,"Jul 2009 SV: https://www.google.com/maps/@43.6651586,-79.3833857,3a,75y,69.27h,86.12t/data=!3m7!1e1!3m5!1sks2V3kEakkA5BbYHZVWsyQ!2e0!5s20090701T000000!7i13312!8i6656?entry=ttu",2014,Jan - May 2014,PBL,Relevant article: https://www.blogto.com/city/2014/05/how_are_the_new_wellesley_st_bike_lanes_working_out/,,,,,,0.8474101859216474,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.3846 43.66494, -79.38395 43.66507, -79.38384 43.66509, -79.38338 43.66519, -79.3814 43.66563, -79.38096 43.66572, -79.37835 43.66629, -79.37742 43.66649, -79.37731 43.6665, -79.37727 43.66651, -79.37719 43.66652, -79.37699 43.66647, -79.3768 43.66645, -79.37666 43.66643, -79.3765 43.66643, -79.37631 43.66643, -79.37616 43.66644, -79.37603 43.66646, -79.37585 43.66649, -79.37572 43.66652, -79.37553 43.66659, -79.37535 43.66667, -79.37517 43.66677, -79.375 43.66687, -79.37486 43.66698, -79.37468 43.66709))"
488,Wellesley St W,Queen's Park Trl,Yonge St,Minor Arterial,Arterial,2008,Cycle Track,2008,,PL,"Jul 2009 SV: https://www.google.com/maps/@43.6631853,-79.392435,3a,75y,42.85h,72.89t/data=!3m7!1e1!3m5!1sSXg73yZrXERHwnBMQKhP0g!2e0!5s20090701T000000!7i13312!8i6656?entry=ttu",2014,Fall 2014,PBL,"May 2015 SV: https://www.google.com/maps/@43.6632022,-79.3922936,3a,75y,254.15h,80.13t/data=!3m7!1e1!3m5!1sCrsi_cSsWMjaW4SYdGBE5A!2e0!5s20150501T000000!7i13312!8i6656?entry=ttu",,,,,,0.680962287000712,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.3846 43.66494, -79.38496 43.66486, -79.385 43.66485, -79.38518 43.66481, -79.38541 43.66475, -79.38545 43.66474, -79.38553 43.66473, -79.38718 43.66437, -79.39065 43.66358, -79.3927 43.66316))"
490,Colborne Lodge Dr,West Rd,Centre Rd,Other,Local,2001,Bike Lane,2009,Pre-2009,PL,"pl pre 2009: https://www.google.com/maps/@43.6506887,-79.4648041,3a,75y,14.13h,79.43t/data=!3m7!1e1!3m5!1sa_GQKtBPVWohyidMUqDvZA!2e0!5s20090701T000000!7i13312!8i6656?entry=ttu",2015,,PL,Same type after upgrade,,,,,,0.8830014203479682,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.46475 43.64559, -79.46459 43.64592, -79.46457 43.64601, -79.46458 43.64609, -79.4646 43.64621, -79.46468 43.64646, -79.46486 43.64686, -79.46492 43.64699, -79.46495 43.64709, -79.46495 43.64719, -79.46491 43.64741, -79.46486 43.64775, -79.46487 43.64793, -79.46492 43.64819, -79.465 43.64846, -79.46502 43.64861, -79.46503 43.6487, -79.46502 43.6488, -79.46496 43.64913, -79.46494 43.64922, -79.46484 43.64965, -79.46481 43.64979, -79.46481 43.64984, -79.46481 43.64992, -79.46481 43.64998, -79.46481 43.65005, -79.46481 43.65011, -79.46481 43.65019, -79.46481 43.65025, -79.46481 43.65032, -79.4648 43.65039, -79.4648 43.65046, -79.46479 43.65052, -79.46479 43.65059, -79.46478 43.65066, -79.46478 43.65077, -79.46478 43.65087, -79.46478 43.65098, -79.46477 43.65109, -79.46477 43.65119, -79.46477 43.65129, -79.46476 43.6514, -79.46475 43.6515, -79.46475 43.65157, -79.46474 43.65185, -79.46474 43.65207, -79.46476 43.65224, -79.46477 43.65228, -79.46483 43.65251, -79.46488 43.65265, -79.46517 43.65341))"
491,Stephen Dr,Berry Rd,Cloverhill Rd,Collector,Collector,2001,Bike Lane,2009,pre 2009,PL,"PL installed pre 2009, see signs duiring this time, no upgrades since: https://www.google.com/maps/@43.6352868,-79.4863482,3a,75y,45.78h,60.59t/data=!3m7!1e1!3m5!1se3ffUZodmSzLiZndM8CyQQ!2e0!5s20090501T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,0.2716692375046221,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.48629 43.63517, -79.48648 43.63567, -79.48678 43.63644, -79.48723 43.63752))"
492,Lower Sherbourne St,Front St E,50 M N Queens Quay Blvd East,Minor Arterial,Arterial,2001,Cycle Track,2009,Pre-2009,PL,"PL pre 2009, later upgraded",2015,Fall 2015,PBL,"Upgrade to PBL 2015, construction almost complete: https://www.google.com/maps/@43.6475931,-79.3666684,3a,75y,2.99h,75.62t/data=!3m7!1e1!3m5!1sNNaTnfycUb-mOSeZ2Tw12w!2e0!5s20150901T000000!7i13312!8i6656?entry=ttu",,,,,,0.5651403535319922,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.3657 43.64557, -79.36574 43.64563, -79.36588 43.64589, -79.36596 43.64604, -79.36606 43.64631, -79.3661 43.64637, -79.36613 43.64644, -79.36617 43.64654, -79.36622 43.64664, -79.36627 43.64675, -79.3664 43.64705, -79.36642 43.6471, -79.36647 43.64721, -79.36648 43.64724, -79.36653 43.64733, -79.36659 43.64746, -79.36713 43.64867, -79.3673 43.64905, -79.36789 43.65039))"
513,Beverley St,College St,Queen St W,Minor Arterial,Arterial,2001,Bike Lane,2001,,PL,SEE UPGR COMMENTS,2016,,PL,"PL SINCE 2012, NO UPGRADE SINCE; https://www.google.com/maps/@43.6569236,-79.3952535,3a,75y,21.23h,96.38t/data=!3m7!1e1!3m5!1seYIDqU1_cJ_Na9GZZ7Goag!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DeYIDqU1_cJ_Na9GZZ7Goag%2",,,,,,1.0472561780293261,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.39216 43.64968, -79.39231 43.65006, -79.39239 43.65025, -79.39242 43.6503, -79.39266 43.65089, -79.39271 43.651, -79.39303 43.65179, -79.3931 43.65194, -79.39344 43.65276, -79.39386 43.65382, -79.39405 43.65427, -79.39428 43.6548, -79.39466 43.65577, -79.39517 43.65697, -79.3959 43.6587))"
514,Danforth Ave,Cambridge Ave,Broadview Ave,Major Arterial,Arterial,2001,Cycle Track,2007,May 2002 - Dec 2005,PL,"sep 2007 SV: https://www.google.ca/maps/@43.6761627,-79.3591034,3a,32.7y,306.94h,79.7t/data=!3m7!1e1!3m5!1sqgV6CD2N8FpWQub_khHe6Q!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu",2017,Mar - Jun 2017,PBL,"Sv sep 2021 2 type of cycle track upgraded from PL: https://www.google.ca/maps/@43.6759036,-79.3605495,3a,75y,73.71h,78.06t/data=!3m7!1e1!3m5!1sdug0qmsR72m6lbRIBOL2_Q!2e0!5s20210901T000000!7i16384!8i8192?entry=ttu; Upgrade to cycle track (bollards), aug",,,,,,0.13097511235632014,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.36045 43.6759, -79.35942 43.6761, -79.35887 43.6762))"
515,Gerrard St E,Jarvis St,Sherbourne St,Minor Arterial,Arterial,2001,Cycle Track,2007,pre Sep 2007,PL,"Sep 2007 SV: https://www.google.com/maps/@43.6605612,-79.3753637,3a,57.1y,88.9h,83.62t/data=!3m7!1e1!3m5!1s_XizY4vYhPDVdjX5fyMn1A!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu",2017,Oct 2016 - Mar 2017,PBL,"Aug 2017 SV: https://www.google.com/maps/@43.6605721,-79.375346,3a,75y,67.85h,74.05t/data=!3m7!1e1!3m5!1sAB5ewdj1DTUfT9si6Lu8yA!2e0!5s20170801T000000!7i13312!8i6656?entry=ttu",,,,,,0.30745311341790016,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.3759 43.66044, -79.37485 43.66065, -79.37473 43.66068, -79.37443 43.66075, -79.37357 43.66094, -79.37224 43.66123))"
516,Prince Edward Viaduct,Bloor St E,Cambridge Ave,Major Arterial,Arterial,2001,Cycle Track,2009,,BUF,"Buffered lane installed 2010-2011: https://www.google.com/maps/@43.6755988,-79.3622733,3a,37.7y,267.03h,77.26t/data=!3m7!1e1!3m5!1sSyB8RbgmJvcKcExOClO-cQ!2e0!5s20111001T000000!7i13312!8i6656?entry=ttu",2011,,BUF,"Vertical barriers installed 2017 (estimate): https://www.google.com/maps/@43.6755924,-79.3622989,3a,75y,259.22h,86.74t/data=!3m7!1e1!3m5!1sdKDoqgI7wOaMBoH0DW-K9A!2e0!5s20170801T000000!7i13312!8i6656?entry=ttu",2017,,,,,0.5241113073930478,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.36674 43.67467, -79.36631 43.67477, -79.36474 43.67507, -79.36446 43.67512, -79.36432 43.67515, -79.36425 43.67516, -79.36339 43.67532, -79.36271 43.67546, -79.36207 43.6756, -79.36182 43.67564, -79.36172 43.67565, -79.36163 43.67567, -79.36149 43.67569, -79.36147 43.67569, -79.36045 43.6759))"
517,Jones Ave,Danforth Ave,Gerrard St E,Minor Arterial,Arterial,2001,Bike Lane,2016,,PL,"Seen as early as 2016: https://www.google.com/maps/@43.6778048,-79.3392429,3a,55.9y,162.95h,84.97t/data=!3m7!1e1!3m5!1shfYBxmTmzZy3mXSrDiAZmQ!2e0!5s20160701T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,1.2369231285810915,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.33561 43.66925, -79.33576 43.6696, -79.33596 43.67007, -79.33641 43.6711, -79.33654 43.67141, -79.33661 43.67156, -79.33678 43.67199, -79.33708 43.67269, -79.33719 43.67291, -79.3378 43.67434, -79.33815 43.67514, -79.33882 43.67674, -79.33887 43.67688, -79.33949 43.67832, -79.33967 43.67874, -79.33982 43.67907, -79.33986 43.67918, -79.33996 43.67946, -79.33997 43.67948, -79.34011 43.67989))"
524,Sheppard Ave E,Meadowvale Rd Trl,Meadowvale Rd,Major Arterial,Arterial,2002,Bike Lane,2009,Pre-2009,PL,"PL inst, pre 2009, no upgr sv: https://www.google.com/maps/@43.8083877,-79.1705531,3a,15y,251.53h,87.45t/data=!3m7!1e1!3m5!1saNv90omvHLkag3mazkBtog!2e0!5s20090501T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,0.015330779033775171,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.17099 43.80834, -79.17081 43.80838))"
527,Brown's Line,C N R,Lake Shore Blvd W,Major Arterial Ramp,Arterial,2003,Bike Lane,2009,pre-2007,PL,"Aug 2011 SV: https://www.google.com/maps/@43.5933739,-79.539053,3a,75y,285.74h,69.88t/data=!3m7!1e1!3m5!1ssjP5z3_h_9XN0FbU8SzrQA!2e0!5s20110801T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,0.29478587561334946,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.54163 43.59385, -79.54141 43.59354, -79.54133 43.59339, -79.54127 43.59331, -79.54123 43.59327, -79.54116 43.59322, -79.54109 43.59318, -79.54103 43.59316, -79.54097 43.59315, -79.54095 43.59314, -79.54093 43.59313, -79.54088 43.59312, -79.54086 43.59311, -79.54077 43.59311, -79.54069 43.59311, -79.54059 43.59312, -79.5405 43.59314, -79.5404 43.59316, -79.54032 43.59318, -79.53976 43.59331, -79.53968 43.59334, -79.53959 43.59336, -79.53957 43.59337, -79.53946 43.59338, -79.53937 43.59339, -79.53922 43.59338, -79.53904 43.59337, -79.53894 43.59335, -79.53886 43.59332, -79.53876 43.5933, -79.53862 43.59329))"
