object_id,bike_route,street_nam,bikeway_ty,subtype,status,street_seg,overall_di,bikeway_di,vehicle_di,speed_limi,surface_ty,aaa_networ,aaa_segmen,w_n_bound_,e_s_bound_,snow_remov,segment_le,year_of_co,constructi,upgrade_ye,notes,OID_1,object_i_1,ID_DATAENT,ID_ROUTE,CHECK_FLAG,EXCL_FLAG,EXCL_REAS,ENTRY_ORDE,ADJ_ROUTE,FROM_STR,ORIG_ROUTE,ORIG_STREE,ROUTE_NAME,STRT_NAME,TO_STR,ATR_AAA_N0,ATR_AAA_S0,ATR_BIKEW0,ATR_ES_BO0,ATR_ORIG_0,ATR_OVERA0,ATR_SEGME0,ATR_SEGME1,ATR_SNOW_0,ATR_SPEED0,ATR_STATUS,ATR_SUBTY0,ATR_SURFA0,ATR_TYPE_0,ATR_TYPE_1,ATR_VEHIC0,ATR_WN_BOU,INST_COMM,INST_DT_M,INST_TMIN,INST_TYPE,INST_DATE,INST_YR,UPGR1_COMM,UPGR1_DT_M,UPGR1_TMIN,UPGR1_TYPE,UPGR1_DATE,UPGR1_YR,UPGR2_COMM,UPGR2_DT_M,UPGR2_TMIN,UPGR2_TYPE,UPGR2_DATE,UPGR2_YR,GEN_COMM,NOTES_ORIG,GEO_POINT,GEOJSON_G,GEOJSON_I,POST2019,MAPS_URL,geometry_crs,geometry
298267,Nelson,Nelson,Protected Bike Lanes,SL,Active,Arterial,EW,OW,OW,50,Paved,YES,YES,,Protected Bike Lanes,Yes,0,56.64957676812016,width- per 400 Nelson 1.5-2.3m,,,2619,298267,523,VAN-R53,N,N,,578,Y,Install from Richards St,Nelson,Nelson,Nelson,Nelson St.,Install to Beatty St.,YES,YES,OW,Protected Bike Lanes,Protected Bike Lanes,EW,56.64957677,Arterial,Yes,50,Active,SL,Paved,Protected Bike Lanes,Protected Bike Lanes,OW,,"one way PBL-1, one side of road only, road is one-way as well. Installed 2016, no upgrades since: https://www.google.com/maps/@49.2769864,-123.1195395,3a,75y,122.57h,59.91t/data=!3m7!1e1!3m5!1sTrSBqksRXXtS_HC_T_nzHA!2e0!5s20170601T000000!7i13312!8i6656.",STSAT,PBL,PBL-1 x1,16-Jun,2016,,,,,,0,,,,,,0,,,"49.27682075267141, -123.11924906271115","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.11897220754435, 49.27664157543834], [-123.11952591787794, 49.27699992990449]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.11897220754435, 49.27664157543834], [-123.11952591787794, 49.27699992990449]] }",0,https://www.google.com/maps/place/49.27682075267141 -123.11924906271115,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.119 49.27664, -123.1195 49.277)"
298271,Quebec,Quebec,Painted Lanes,NB,Active,Sec Arterial,NS,OW,2W,50,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,0,11.79891843362009,"s part- not painted, W - protected other route",,,2620,298271,600,VAN-R59,N,N,,653,Y,Install from Pacific Blvd,Quebec,Quebec,Quebec,Quebec,Install to Terminal Ave,NO,NO,OW,Painted Lanes,Painted Lanes,NS,11.79891843,Sec Arterial,Yes,50,Active,NB,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,"Installed 2009, no upgrades since them, painted lane, one side of road (going north). Painted few times over the years but no changes to design or layout: https://www.google.com/maps/@49.2743676,-123.10174,3a,75y,340.35h,81.62t/data=!3m6!1e1!3m4!1sTSY00G",ORIG,PL,PL 1x,,2009,,,,,,0,,,,,,0,,,"49.2730690563413, -123.10172653724372","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.1017249843702, 49.2731221135649], [-123.10172808895791, 49.273016038639994], [-123.1017280971267, 49.273015999953486]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.1017249843702, 49.2731221135649], [-123.10172808895791, 49.273016038639994], [-123.1017280971267, 49.273015999953486]] }",0,https://www.google.com/maps/place/49.2730690563413 -123.10172653724372,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1017 49.27312, -123.1017 49.27302, -123.1017 49.27302)"
298272,Cypress,Cypress,Protected Bike Lanes,SL,Active,Residential,NS,2W,2W,30,Paved,YES,YES,Painted Lanes,Protected Bike Lanes,Yes,0,48.76749056491996,"PL NB, PBL SB in 2016",2016,,2621,298272,361,VAN-R32,N,N,,408,N2,Upgrade from backalley south of W3rd Ave,Cypress,Cypress,Cypress,Cypress,Upgrade to backalley south of W4th Avenue,YES,YES,2W,Protected Bike Lanes,Protected Bike Lanes,NS,48.76749056,Residential,Yes,30,Active,SL,Paved,Protected Bike Lanes,Protected Bike Lanes,2W,Painted Lanes,"PL one side prior to 2016: https://www.google.com/maps/@49.2683246,-123.1479678,3a,75y,15.44h,67.5t/data=!3m7!1e1!3m5!1s6xPOssMGI_j3tufxEly5_A!2e0!5s20150801T000000!7i13312!8i6656 . PL existed pre-2007",STSAT,PL,PL & SSNDL,Pre-2007,1996,"PBL 2 way: https://www.google.com/maps/@49.2679258,-123.148017,3a,15.1y,2.35h,85.48t/data=!3m6!1e1!3m4!1s2jL5bQZUjacehaYyRmkrjg!2e0!7i16384!8i8192, upgrade occurred sometime between Feb and April 2016 according to satellite imagery.",STSAT,PBL,PBL-2,Feb-April 2016,2016,,,,,,0,,,"49.26827290493968, -123.14795831158514","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.14794999118547, 49.2684921736143], [-123.14796663198481, 49.268053636265066]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.14794999118547, 49.2684921736143], [-123.14796663198481, 49.268053636265066]] }",0,https://www.google.com/maps/place/49.26827290493968 -123.14795831158514,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1479 49.26849, -123.148 49.26805)"
298273,Seaside,Island Park Walk,Local Street,,Active,Residential,EW,2W,2W,50,Paved,YES,YES,Local Street,Local Street,Yes,0,35.46821350172007,"pre-2007, paint from 2010, improvements 2018",2018,,2622,298273,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1402 49.27138, -123.14 49.27108)"
298274,Kent,SE Marine Drive,Protected Bike Lanes,OSS,Active,Arterial,EW,BD,Off Street,50,Paved,NO,YES,Protected Bike Lanes,Protected Bike Lanes,No,0,91.69841167122003,No marking pre-2018 upgrade. bikeway on map,,,2623,298274,639,VAN-R39,N,N,,481,N5,"Around Borden St., south side of road",Kent,SE Marine Drive,Kent,SE Marine Drive,,NO,YES,BD,Protected Bike Lanes,Protected Bike Lanes,EW,91.69841167,Arterial,No,50,Active,OSS,Paved,Protected Bike Lanes,Protected Bike Lanes,Off Street,Protected Bike Lanes,"No dedicated lane or infrastructure, https://www.google.com/maps/@49.2109976,-123.074844,3a,90y,228.22h,73.45t/data=!3m7!1e1!3m5!1s6wCAG-TDgUQxz83sarA91w!2e0!5s20120701T000000!7i13312!8i6656 .",N,None,SSNDL,,2003,Fall 2017 determined through google earth,STSAT,PBL,PBL-2,Fall 2017,2017,,,,,,0,,,"49.21106161653998, -123.07508199494033","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.0757114510604, 49.21106708491653], [-123.07558251322648, 49.211065975683816], [-123.07446905763108, 49.21105627966119], [-123.07445253881687, 49.2110561490838]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.0757114510604, 49.21106708491653], [-123.07558251322648, 49.211065975683816], [-123.07446905763108, 49.21105627966119], [-123.07445253881687, 49.2110561490838]] }",0,https://www.google.com/maps/place/49.21106161653998 -123.07508199494033,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0757 49.21107, -123.0756 49.21107, -123.0745 49.21106, -123.0745 49.21106)"
298276,Richards,Richards,Protected Bike Lanes,SL,Active,Arterial,NS,BD,OW,50,Paved,YES,YES,Protected Bike Lanes,Protected Bike Lanes,Yes,0,47.49264735142006,Upgraded to BD protected lanes 2020,2020,,2624,298276,179,VAN-R17,N,N,,245,Y,Install from Nelson St.,Richards,Richards,Richards,Richards,Install to W Cordova St.,YES,YES,BD,Protected Bike Lanes,Protected Bike Lanes,NS,47.49264735,Arterial,Yes,50,Active,SL,Paved,Protected Bike Lanes,Protected Bike Lanes,OW,Protected Bike Lanes,"PL one side of road, seen prior to 2009, next upgrade in 2021: https://www.google.com/maps/@49.2826273,-123.1140783,3a,75y,11.7h,66.05t/data=!3m7!1e1!3m5!1svsHS-nd1cbBn--_uiSmnUw!2e0!5s20160501T000000!7i13312!8i6656 .",STSAT,PL,PL x1,Pre-2009,2006,"Upgraded to PBL2 in 2020, sheet says Summer 2020, but google street view suggests construction continued past October 2020, painting done in December 2020: https://www.google.com/maps/@49.2815581,-123.115689,3a,54.1y,221.35h,81.96t/data=!3m7!1e1!3m5!1sjI",,PBL,PBL-2,20-Dec,2020,,,,,,0,,https://vancouver.ca/streets-transportation/richards-street-upgrades.aspx,"49.28452326927721, -123.11117860554205","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.11095341720318, 49.284677943768564], [-123.11116111650175, 49.28453528849064], [-123.11140378819503, 49.28436858650819]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.11095341720318, 49.284677943768564], [-123.11116111650175, 49.28453528849064], [-123.11140378819503, 49.28436858650819]] }",1,https://www.google.com/maps/place/49.28452326927721 -123.11117860554205,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.111 49.28468, -123.1112 49.28454, -123.1114 49.28437)"
298278,Valley,Valley Drive,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,13.71343682442008,,,,2625,298278,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.158 49.24805, -123.158 49.24802, -123.158 49.24793)"
298281,Valley,Valley Drive,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,35.20447905412008,,,,2626,298281,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1587 49.24895, -123.1586 49.24886, -123.1585 49.24866)"
298282,Valley,Valley Drive,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,56.68431177232008,,,,2627,298282,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1631 49.25501, -123.1631 49.25501, -123.1627 49.25455)"
298283,Valley,Valley Drive,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,56.78903857492008,,,,2628,298283,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1627 49.25455, -123.1624 49.25409)"
298289,Valley,Trafalgar,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,50.24441218912004,,,,2629,298289,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1645 49.2692, -123.1645 49.2692, -123.1645 49.26875, -123.1645 49.26875)"
298290,Valley,Trafalgar,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,45.98451714732004,,,,2630,298290,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1646 49.267, -123.1646 49.26684, -123.1646 49.26658)"
298293,Valley,Trafalgar,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,Yes,0,50.18146727222005,,,,2631,298293,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1644 49.27274, -123.1644 49.27274, -123.1644 49.27229)"
298298,Dumfries,E 21st Ave,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,50.15434261692012,,,,2632,298298,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0726 49.25164, -123.0733 49.25165)"
298299,Hillcrest,E 29th Ave,Local Street,,Active,Residential,EW,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,46.96653585802011,,,,2633,298299,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0776 49.24458, -123.0769 49.24457, -123.0769 49.24457)"
298301,Gladstone,Gladstone,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,58.07593914222005,const date-source unknown,,,2634,298301,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0605 49.24473, -123.061 49.24431)"
298303,Blanca,Blanca,Painted Lanes,PBT,Active,Collector,NS,OW,2W,50,Paved,NO,NO,,Painted Lanes,Yes,0,50.33057913062020,,,,2635,298303,250,VAN-R25,N,N,,342,Y,Install from W6th Ave,Blanca,Blanca,Blanca,Blanca,Install to W16th Ave,NO,NO,OW,Painted Lanes,Painted Lanes,NS,50.33057913,Collector,Yes,50,Active,PBT,Paved,Painted Lanes,Painted Lanes,2W,,"PL with buffer, one side of road only, not parking adjascent, *along entire route, no bikeway prior to 2020, constructed in 2020, prior to March, according to sat imagery, further supported by cycling committee minutes from FEB, likely completed in Jan/F",PCN,BUF,PBBL x1,Jan-Feb 2020,2020,,,,,,0,,,,,,0,,,"49.26006224999117, -123.2153512959205","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.21535947757108, 49.25983594697468], [-123.2153431142699, 49.26028855300766]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.21535947757108, 49.25983594697468], [-123.2153431142699, 49.26028855300766]] }",2,https://www.google.com/maps/place/49.26006224999117 -123.2153512959205,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.2154 49.25984, -123.2153 49.26029)"
298306,Blanca,Blanca,Painted Lanes,PBT,Active,Collector,NS,OW,2W,50,Paved,NO,NO,,Painted Lanes,Yes,0,45.58152060662020,,,,2636,298306,252,VAN-R25,N,N,,344,Y,Install from W6th Ave,Blanca,Blanca,Blanca,Blanca,Install to W16th Ave,NO,NO,OW,Painted Lanes,Painted Lanes,NS,45.58152061,Collector,Yes,50,Active,PBT,Paved,Painted Lanes,Painted Lanes,2W,,"PL with buffer, one side of road only, not parking adjascent, *along entire route, no bikeway prior to 2020, constructed in 2020, prior to March, according to sat imagery, further supported by cycling committee minutes from FEB, likely completed in Jan/F",PCN,BUF,PBBL x1,Jan-Feb 2020,2020,,,,,,0,,,,,,0,,,"49.26632204417711, -123.21512494444374","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.2151323583832, 49.26611709478025], [-123.21511753050427, 49.26652699357397]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.2151323583832, 49.26611709478025], [-123.21511753050427, 49.26652699357397]] }",2,https://www.google.com/maps/place/49.26632204417711 -123.21512494444374,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.2151 49.26612, -123.2151 49.26653)"
298307,Richards,Richards,Protected Bike Lanes,SL,Active,Arterial,NS,BD,OW,50,Paved,YES,YES,Protected Bike Lanes,Protected Bike Lanes,Yes,0,49.63702088972006,Upgraded to BD protected lanes 2020,2020,,2637,298307,181,VAN-R17,N,N,,247,Y,Install from Nelson St.,Richards,Richards,Richards,Richards,Install to W Cordova St.,YES,YES,BD,Protected Bike Lanes,Protected Bike Lanes,NS,49.63702089,Arterial,Yes,50,Active,SL,Paved,Protected Bike Lanes,Protected Bike Lanes,OW,Protected Bike Lanes,"PL one side of road, seen prior to 2009, next upgrade in 2021: https://www.google.com/maps/@49.2826273,-123.1140783,3a,75y,11.7h,66.05t/data=!3m7!1e1!3m5!1svsHS-nd1cbBn--_uiSmnUw!2e0!5s20160501T000000!7i13312!8i6656 .",STSAT,PL,PL x1,Pre-2009,2006,"Upgraded to PBL2 in 2020, sheet says Summer 2020, but google street view suggests construction continued past October 2020, painting done in December 2020: https://www.google.com/maps/@49.2815581,-123.115689,3a,54.1y,221.35h,81.96t/data=!3m7!1e1!3m5!1sjI",,PBL,PBL-2,20-Dec,2020,,,,,,0,,https://vancouver.ca/streets-transportation/richards-street-upgrades.aspx,"49.2832302776775, -123.1131252976473","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.1128853114284, 49.28338899452051], [-123.11288534026045, 49.28338897560246], [-123.11336528379731, 49.28307156072982]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.1128853114284, 49.28338899452051], [-123.11288534026045, 49.28338897560246], [-123.11336528379731, 49.28307156072982]] }",1,https://www.google.com/maps/place/49.2832302776775 -123.1131252976473,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1129 49.28339, -123.1129 49.28339, -123.1134 49.28307)"
298308,Sunrise,Earles,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,Yes,0,124.64777249721998,year const date-unknown source,,,2638,298308,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0488 49.23584, -123.0488 49.23472, -123.0488 49.23472)"
298310,Heather,W 52nd Ave,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,51.46651110191997,year const-source unknown,,,2639,298310,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1216 49.22345, -123.1223 49.22334)"
298311,Hasting Park,Off Street,Protected Bike Lanes,OSS,Active,Off-street,NS,2W,Off Street,,Paved,YES,YES,Protected Bike Lanes,Protected Bike Lanes,No,0,192.47188966901999,Year const -source unknown. Not on map,,,2640,298311,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0322 49.2821, -123.0321 49.28343, -123.0319 49.28346, -123.0318 49.2835, -123.0315 49.28356)"
298312,Heather,W 52nd Ave,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,51.01191609411997,year const-source unknown,,,2641,298312,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1223 49.22334, -123.1226 49.22329, -123.1229 49.22325, -123.1229 49.22325, -123.123 49.22325, -123.123 49.22325)"
298315,45th Ave,W 45th Ave,Local Street,,Active,Residential,EW,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,61.10491766502011,,,,2642,298315,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1065 49.22948, -123.1073 49.2295)"
298317,45th Ave,W 46th Ave,Local Street,,Active,Residential,EW,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,26.81589758712011,,,,2643,298317,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1275 49.22928, -123.1278 49.22929)"
298321,Balaclava,Balaclava,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,110.67336580522008,2008-based on RTS # 6468,,,2644,298321,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.176 49.22343, -123.1761 49.22243)"
298325,Arbutus Greenway,Off Street,Protected Bike Lanes,OSB,Active,Off-street,NS,2W,Off Street,,Paved,YES,YES,Protected Bike Lanes,Protected Bike Lanes,Yes,0,801.45180815732017,,,,2645,298325,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1542 49.2262, -123.154 49.2258, -123.1537 49.22533, -123.1534 49.22489, -123.1532 49.22442, -123.1529 49.22396, -123.1527 49.22356, -123.1524 49.22311, -123.1521 49.22266, -123.1519 49.2222, -123.1516 49.22177, -123.1513 49.22133, -123.1511 49.2209, -123.1508 49.22047, -123.1505 49.21998, -123.1503 49.21952, -123.1502 49.21948)"
298329,Arbutus Greenway,Off Street,Protected Bike Lanes,OSB,Active,Off-street,NS,2W,Off Street,,Paved,YES,YES,Protected Bike Lanes,Protected Bike Lanes,Yes,0,51.16522531452017,,,,2646,298329,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1526 49.25821, -123.1526 49.2581, -123.1526 49.25775)"
298331,Arbutus Greenway,Off Street,Protected Bike Lanes,OSB,Active,Off-street,NS,2W,Off Street,,Paved,YES,YES,Protected Bike Lanes,Protected Bike Lanes,Yes,0,51.17028656442017,,,,2647,298331,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1524 49.26239, -123.1524 49.26229, -123.1524 49.26193)"
298336,Prince Edward,Prince Edward,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,148.31496403602019,,,,2648,298336,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0968 49.24871, -123.0968 49.24738)"
298339,Ontario,Ontario,Local Street,,Active,Residential,NS,2W,OW,30,Paved,NO,YES,Local Street,Local Street,Yes,0,50.33120921461995,"Upgrade to AAA, OW for Vehicles SB in 2021",2021,,2649,298339,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1048 49.26513, -123.1048 49.26467)"
298342,Midtown/Ridgeway,E 37th Ave,Local Street,,Active,Residential,EW,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,40.53079860651998,2 protected small sections w. Pedestrians,,,2650,298342,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.083 49.23646, -123.0826 49.23646, -123.0825 49.23645, -123.0825 49.23645)"
298350,Cypress,Angus Drive,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,206.87740067511996,paint covered w. asphalt,,,2651,298350,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1477 49.2326, -123.1477 49.2326, -123.1478 49.23074)"
298351,Valley,Trafalgar,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,51.17094147082008,,,,2652,298351,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1648 49.26071, -123.1648 49.26042, -123.1648 49.26025)"
298353,Ridgeway,W 18th Ave,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,100.59390364372013,,,,2653,298353,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1922 49.25651, -123.1908 49.25651)"
298354,Ridgeway,Quadra,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,50.22392740522013,,,,2654,298354,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1792 49.25601, -123.1792 49.25556)"
298355,Ridgeway,Quadra,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,50.32117630782013,,,,2655,298355,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1792 49.25556, -123.1792 49.2551)"
298358,Dunbar,Dunbar,Painted Lanes,NB,Active,Arterial,NS,2W,2W,50,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,0,50.31172055202010,,,,2656,298358,397,VAN-R36,N,N,,433,N2,Install from W19th Ave.,Dunbar,Dunbar,Dunbar,Dunbar,Install to W24th Ave.,NO,NO,2W,Painted Lanes,Painted Lanes,NS,50.31172055,Arterial,Yes,50,Active,NB,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,"PL both sides, parking adjascent, no apparent upgrades since 2010: https://www.google.com/maps/@49.2549807,-123.1851862,3a,51.7y,190.42h,82.69t/data=!3m7!1e1!3m5!1svra5CGrU_vXb_-7nBTl1Dw!2e0!5s20120701T000000!7i13312!8i6656 . Fits with interval, between",ORIG,PL,PL,,2010,,,,,,0,,,,,,0,,,"49.25309186887623, -123.18515502986818","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.18515728163739, 49.25286559168026], [-123.18515277809897, 49.2533181460722]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.18515728163739, 49.25286559168026], [-123.18515277809897, 49.2533181460722]] }",0,https://www.google.com/maps/place/49.25309186887623 -123.18515502986818,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1852 49.25287, -123.1852 49.25332)"
