OID_,ID_CITY,bike_rout0,street_na0,bikeway_t0,subtype,status,street_se0,overall_d0,bikeway_d0,vehicle_d0,speed_lim0,surface_t0,aaa_netwo0,aaa_segme0,w_n_bound0,e_s_bound0,snow_remo0,year_of_c0,construct0,upgrade_y0,notes,ID_DATAENTRY,ID_ROUTE,DPR_CHECK_FLAG,DPR_ENTRY,DPR_EXCL_FLAG,DPR_EXCL1318_REASON,DPR_INCL_1318,DPR_INCL_LEN_1023,DPR_ORDER,LOC_ADJ_IN_ROUTE,LOC_FROM_STREET,LOC_ORIG_ROUTE_NAME,LOC_ORIG_STREET_NAME,LOC_ROUTE_NAME,LOC_STREET_NAME,LOC_TO_STREET,ATR_AAA_NETWORK,ATR_AAA_SEGMENT,ATR_BIKEWAY_DIRECTION,ATR_ES_BOUNDTYPE,ATR_ORIG_TYPE,ATR_OVERALL_DIRECTION,ATR_SEGMENT_LENGTH,ATR_SEGMENT_TYPE,ATR_SNOW_REMOVAL,ATR_SPEEDLIMIT_CITY,ATR_STATUS,ATR_SUBTYPE,ATR_SURFACE_TYPE,ATR_TYPE_CITY,ATR_TYPE_CURRENT,ATR_VEHICLE_DIRECTION,ATR_WN_BOUNDTYPE,INST_MIN_TRANSFORM,INST_COMMENTS,INST_DT_METHOD,INST_INCL_1318,INST_MIN_HTYPE,INST_TYPE,INST_WINDOW,INST_YR,INST_YR_ORIG,UPGR1_MIN_TRANSFORM,UPGR1_COMMENTS,UPGR1_DT_METHOD,UPGR1_INCL1318,UPGR1_MIN_HTYPE,UPGR1_TYPE,UPGR1_WINDOW,UPGR1_YR,UPGR1_YR_CITY,UPGR1_YR_ORIG,UPGR2_COMMENTS,UPGR2_DT_METHOD,UPGR2_MIN_TYPE,UPGR2_TYPE,UPGR2_WINDOW,UPGR2_YR,GENERAL_COMMENTS,CONSTRUCTION_NOTE,NOTES_ORIG,GEO_2D_POINT,GEO_JSON_GROUP,GEO_JSON_INDIV,GEO_XY_STRING,Categorized_Infra,MAP_LINK
1136,298154,King Edward,W King Edward,Painted Lanes,PBP,Active,Arterial,EW,2W,2W,50,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,2015, , ,"Westbound - PBPT, Eastbound - PBP",763,VAN-R72,N,COMPLETE,N, ,Yes,Y,770,Y,Install from Quesnel Dr,King Edward,W King Edward,King Edward,W King Edward,Install to Angus Dr.,NO,NO,2W,Painted Lanes,Painted Lanes,EW,142.0807063,Arterial,Yes,50,Active,PBP,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,NtoPL,"August 2015 - Arbutus Ridge - West King Edward Avenue Road Improvement Project - August 7th 2015, Quesnel Dr to Granville St. https://dailyhive.com/vancouver/vancouver-summer-road-closures-2015",NEWS,Y,PL,PL,15-Aug,2015,2015, ,Spring 2023 map shows its still a bike lane throughout the entire route: https://vancouver.ca/files/cov/map-cycling-vancouver.pdf, ,N, , , ,,,, , , , , ,, , ,"Westbound - PBPT, Eastbound - PBP","49.249413113020694, -123.1703722960283","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.16962262239011, 49.24900215515382], [-123.17096061251415, 49.249736108982205], [-123.17098235065262, 49.24974811243217], [-123.17100573936484, 49.249760599177435], [-123.1710294","{ ""type"": ""LineString"", ""coordinates"": [[-123.16962262239011, 49.24900215515382], [-123.17096061251415, 49.249736108982205], [-123.17098235065262, 49.24974811243217], [-123.17100573936484, 49.249760599177435], [-123.17102947064349, 49.249772806558646], [","[-123.16962262239011, 49.24900215515382], [-123.17096061251415, 49.249736108982205], [-123.17098235065262, 49.24974811243217], [-123.17100573936484, 49.249760599177435], [-123.17102947064349, 49.249772806558646], [-123.17105350467145, 49.24978474362974],",0,https://www.google.com/maps/place/49.249413113020694 -123.1703722960283
2580,298153,King Edward,W King Edward,Painted Lanes,PBP,Active,Arterial,EW,2W,2W,50,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,2015, , , ,762,VAN-R72,N,COMPLETE,N, ,Yes,Y,769,Y,Install from Quesnel Dr,King Edward,W King Edward,King Edward,W King Edward,Install to Angus Dr.,NO,NO,2W,Painted Lanes,Painted Lanes,EW,43.52868145,Arterial,Yes,50,Active,PBP,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,NtoPL,"August 2015 - Arbutus Ridge - West King Edward Avenue Road Improvement Project - August 7th 2015, Quesnel Dr to Granville St. https://dailyhive.com/vancouver/vancouver-summer-road-closures-2015",NEWS,Y,PL,PL,15-Aug,2015,2015, ,Spring 2023 map shows its still a bike lane throughout the entire route: https://vancouver.ca/files/cov/map-cycling-vancouver.pdf, ,N, , , ,,,, , , , , ,, , , ,"49.2497306814072, -123.14908866521492","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.14880891226943, 49.24966475072243], [-123.14883408246465, 49.24966973943705], [-123.14890094616192, 49.2496838387582], [-123.1489674274307, 49.249698694133045], [-123.1490334850","{ ""type"": ""LineString"", ""coordinates"": [[-123.14880891226943, 49.24966475072243], [-123.14883408246465, 49.24966973943705], [-123.14890094616192, 49.2496838387582], [-123.1489674274307, 49.249698694133045], [-123.14903348505158, 49.2497143056154], [-123.","[-123.14880891226943, 49.24966475072243], [-123.14883408246465, 49.24966973943705], [-123.14890094616192, 49.2496838387582], [-123.1489674274307, 49.249698694133045], [-123.14903348505158, 49.2497143056154], [-123.14909913276787, 49.2497306731883], [-123",0,https://www.google.com/maps/place/49.2497306814072 -123.14908866521492
1764,296400,King Edward,W King Edward,Painted Lanes,PBP,Active,Arterial,EW,2W,2W,50,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,2015, , ,"Westbound - PBPT, Eastbound - PBP",761,VAN-R72,N,COMPLETE,N, ,Yes,Y,768,Y,Install from Quesnel Dr,King Edward,W King Edward,King Edward,W King Edward,Install to Angus Dr.,NO,NO,2W,Painted Lanes,Painted Lanes,EW,74.27082924,Arterial,Yes,50,Active,PBP,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,NtoPL,"August 2015 - Arbutus Ridge - West King Edward Avenue Road Improvement Project - August 7th 2015, Quesnel Dr to Granville St. https://dailyhive.com/vancouver/vancouver-summer-road-closures-2015",NEWS,Y,PL,PL,15-Aug,2015,2015, ,Spring 2023 map shows its still a bike lane throughout the entire route: https://vancouver.ca/files/cov/map-cycling-vancouver.pdf, ,N, , , ,,,, , , , , ,, , ,"Westbound - PBPT, Eastbound - PBP","49.24994617250042, -123.17159975212576","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.1711251426206, 49.249817839840226], [-123.17112750691224, 49.24981888788076], [-123.1711527586815, 49.249829707718746], [-123.17117829799092, 49.24984023028256], [-123.171204124","{ ""type"": ""LineString"", ""coordinates"": [[-123.1711251426206, 49.249817839840226], [-123.17112750691224, 49.24981888788076], [-123.1711527586815, 49.249829707718746], [-123.17117829799092, 49.24984023028256], [-123.17120412484023, 49.24985045557198], [-12","[-123.1711251426206, 49.249817839840226], [-123.17112750691224, 49.24981888788076], [-123.1711527586815, 49.249829707718746], [-123.17117829799092, 49.24984023028256], [-123.17120412484023, 49.24985045557198], [-123.17123021174767, 49.24986038362755], [-",0,https://www.google.com/maps/place/49.24994617250042 -123.17159975212576
3229,296399,King Edward,W King Edward,Painted Lanes,PBP,Active,Arterial,EW,2W,2W,50,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,2015, , , ,760,VAN-R72,N,COMPLETE,N, ,Yes,Y,767,Y,Install from Quesnel Dr,King Edward,W King Edward,King Edward,W King Edward,Install to Angus Dr.,NO,NO,2W,Painted Lanes,Painted Lanes,EW,181.0902208,Arterial,Yes,50,Active,PBP,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,NtoPL,"August 2015 - Arbutus Ridge - West King Edward Avenue Road Improvement Project - August 7th 2015, Quesnel Dr to Granville St. https://dailyhive.com/vancouver/vancouver-summer-road-closures-2015",NEWS,Y,PL,PL,15-Aug,2015,2015, ,Spring 2023 map shows its still a bike lane throughout the entire route: https://vancouver.ca/files/cov/map-cycling-vancouver.pdf, ,N, , , ,,,, , , , , ,, , , ,"49.24808325529935, -123.16663619064028","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.16539209816591, 49.248078298794695], [-123.16788028311461, 49.248088211804]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.16539209816591, 49.248078298794695], [-123.16788028311461, 49.248088211804]] }","[-123.16539209816591, 49.248078298794695], [-123.16788028311461, 49.248088211804]",0,https://www.google.com/maps/place/49.24808325529935 -123.16663619064028
3508,297275,King Edward,W King Edward,Painted Lanes,NB,Active,Arterial,EW,2W,2W,50,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,2015, , ,"Westbound - PBP, Eastbound - NB",759,VAN-R72,N,COMPLETE,N, ,Yes,Y,766,Y,Install from Quesnel Dr,King Edward,W King Edward,King Edward,W King Edward,Install to Angus Dr.,NO,NO,2W,Painted Lanes,Painted Lanes,EW,131.6495567,Arterial,Yes,50,Active,NB,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,NtoPL,"August 2015 - Arbutus Ridge - West King Edward Avenue Road Improvement Project - August 7th 2015, Quesnel Dr to Granville St. https://dailyhive.com/vancouver/vancouver-summer-road-closures-2015",NEWS,Y,PL,PL,15-Aug,2015,2015, ,Spring 2023 map shows its still a bike lane throughout the entire route: https://vancouver.ca/files/cov/map-cycling-vancouver.pdf, ,N, , , ,,,, , , , , ,, , ,"Westbound - PBP, Eastbound - NB","49.25156764103404, -123.15399654520125","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.15310587678795, 49.251547792408076], [-123.15311827899743, 49.25154979809896], [-123.15316881532708, 49.25155735906387], [-123.15321955463475, 49.25156434404293], [-123.15327045","{ ""type"": ""LineString"", ""coordinates"": [[-123.15310587678795, 49.251547792408076], [-123.15311827899743, 49.25154979809896], [-123.15316881532708, 49.25155735906387], [-123.15321955463475, 49.25156434404293], [-123.15327045841538, 49.25157074409176], [-1","[-123.15310587678795, 49.251547792408076], [-123.15311827899743, 49.25154979809896], [-123.15316881532708, 49.25155735906387], [-123.15321955463475, 49.25156434404293], [-123.15327045841538, 49.25157074409176], [-123.15332153906229, 49.25157656818889], [",0,https://www.google.com/maps/place/49.25156764103404 -123.15399654520125
1585,295841,King Edward,W King Edward,Painted Lanes,PBP,Active,Arterial,EW,2W,2W,50,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,2015, , , ,758,VAN-R72,N,COMPLETE,N, ,Yes,Y,765,Y,Install from Quesnel Dr,King Edward,W King Edward,King Edward,W King Edward,Install to Angus Dr.,NO,NO,2W,Painted Lanes,Painted Lanes,EW,95.36248091,Arterial,Yes,50,Active,PBP,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,NtoPL,"August 2015 - Arbutus Ridge - West King Edward Avenue Road Improvement Project - August 7th 2015, Quesnel Dr to Granville St. https://dailyhive.com/vancouver/vancouver-summer-road-closures-2015",NEWS,Y,PL,PL,15-Aug,2015,2015, ,Spring 2023 map shows its still a bike lane throughout the entire route: https://vancouver.ca/files/cov/map-cycling-vancouver.pdf, ,N, , , ,,,, , , , , ,, , , ,"49.24958432494342, -123.14816453164352","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.14751606213109, 49.249546079529544], [-123.14772869679825, 49.24955060229054], [-123.14779890258065, 49.249552086663535], [-123.14786905579544, 49.24955437163663], [-123.1479391","{ ""type"": ""LineString"", ""coordinates"": [[-123.14751606213109, 49.249546079529544], [-123.14772869679825, 49.24955060229054], [-123.14779890258065, 49.249552086663535], [-123.14786905579544, 49.24955437163663], [-123.14793914270534, 49.2495574572275], [-1","[-123.14751606213109, 49.249546079529544], [-123.14772869679825, 49.24955060229054], [-123.14779890258065, 49.249552086663535], [-123.14786905579544, 49.24955437163663], [-123.14793914270534, 49.2495574572275], [-123.1480091358566, 49.24956135156717], [-",0,https://www.google.com/maps/place/49.24958432494342 -123.14816453164352
2704,294837,King Edward,W King Edward,Painted Lanes,PBP,Active,Arterial,EW,2W,2W,50,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,2015, , , ,757,VAN-R72,N,COMPLETE,N, ,Yes,Y,764,Y,Install from Quesnel Dr,King Edward,W King Edward,King Edward,W King Edward,Install to Angus Dr.,NO,NO,2W,Painted Lanes,Painted Lanes,EW,93.03298004,Arterial,Yes,50,Active,PBP,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,NtoPL,"August 2015 - Arbutus Ridge - West King Edward Avenue Road Improvement Project - August 7th 2015, Quesnel Dr to Granville St. https://dailyhive.com/vancouver/vancouver-summer-road-closures-2015",NEWS,Y,PL,PL,15-Aug,2015,2015, ,Spring 2023 map shows its still a bike lane throughout the entire route: https://vancouver.ca/files/cov/map-cycling-vancouver.pdf, ,N, , , ,,,, , , , , ,, , , ,"49.25083615860878, -123.1565640349093","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.15601454549206, 49.25104991026268], [-123.15711352432653, 49.25062240695487]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.15601454549206, 49.25104991026268], [-123.15711352432653, 49.25062240695487]] }","[-123.15601454549206, 49.25104991026268], [-123.15711352432653, 49.25062240695487]",0,https://www.google.com/maps/place/49.25083615860878 -123.1565640349093
574,296468,King Edward,W King Edward,Painted Lanes,PBP,Active,Arterial,EW,2W,2W,50,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,2015, , , ,756,VAN-R72,N,COMPLETE,N, ,Yes,Y,763,Y,Install from Quesnel Dr,King Edward,W King Edward,King Edward,W King Edward,Install to Angus Dr.,NO,NO,2W,Painted Lanes,Painted Lanes,EW,191.8444175,Arterial,Yes,50,Active,PBP,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,NtoPL,"August 2015 - Arbutus Ridge - West King Edward Avenue Road Improvement Project - August 7th 2015, Quesnel Dr to Granville St. https://dailyhive.com/vancouver/vancouver-summer-road-closures-2015",NEWS,Y,PL,PL,15-Aug,2015,2015, ,Spring 2023 map shows its still a bike lane throughout the entire route: https://vancouver.ca/files/cov/map-cycling-vancouver.pdf, ,N, , , ,,,, , , , , ,, , , ,"49.250300270141345, -123.15041433820898","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.14936593624894, 49.24980637243275], [-123.14942027402351, 49.24982360989085], [-123.14948293980916, 49.24984437976935], [-123.14954504441997, 49.24986586006379], [-123.149606574","{ ""type"": ""LineString"", ""coordinates"": [[-123.14936593624894, 49.24980637243275], [-123.14942027402351, 49.24982360989085], [-123.14948293980916, 49.24984437976935], [-123.14954504441997, 49.24986586006379], [-123.14960657409537, 49.24988804359672], [-12","[-123.14936593624894, 49.24980637243275], [-123.14942027402351, 49.24982360989085], [-123.14948293980916, 49.24984437976935], [-123.14954504441997, 49.24986586006379], [-123.14960657409537, 49.24988804359672], [-123.14966750135302, 49.24991092950514], [-",0,https://www.google.com/maps/place/49.250300270141345 -123.15041433820898
1787,296467,King Edward,W King Edward,Painted Lanes,NB,Active,Arterial,EW,2W,2W,50,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,2015, , ,"Westbound - NB, Eastbound - PBT",755,VAN-R72,N,COMPLETE,N, ,Yes,Y,762,Y,Install from Quesnel Dr,King Edward,W King Edward,King Edward,W King Edward,Install to Angus Dr.,NO,NO,2W,Painted Lanes,Painted Lanes,EW,47.88960691,Arterial,Yes,50,Active,NB,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,NtoPL,"August 2015 - Arbutus Ridge - West King Edward Avenue Road Improvement Project - August 7th 2015, Quesnel Dr to Granville St. https://dailyhive.com/vancouver/vancouver-summer-road-closures-2015",NEWS,Y,PL,PL,15-Aug,2015,2015, ,Spring 2023 map shows its still a bike lane throughout the entire route: https://vancouver.ca/files/cov/map-cycling-vancouver.pdf, ,N, , , ,,,, , , , , ,, , ,"Westbound - NB, Eastbound - PBT","49.25101641147791, -123.15167067029357","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.15142539649658, 49.250872405670194], [-123.15182009519911, 49.25110440622617], [-123.151842024027, 49.25111717761703], [-123.15188121324296, 49.25113938929393], [-123.1519168323","{ ""type"": ""LineString"", ""coordinates"": [[-123.15142539649658, 49.250872405670194], [-123.15182009519911, 49.25110440622617], [-123.151842024027, 49.25111717761703], [-123.15188121324296, 49.25113938929393], [-123.1519168323759, 49.25115886120791]] }","[-123.15142539649658, 49.250872405670194], [-123.15182009519911, 49.25110440622617], [-123.151842024027, 49.25111717761703], [-123.15188121324296, 49.25113938929393], [-123.1519168323759, 49.25115886120791]",0,https://www.google.com/maps/place/49.25101641147791 -123.15167067029357
1786,296466,King Edward,W King Edward,Painted Lanes,PBP,Active,Arterial,EW,2W,2W,50,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,2015, , , ,754,VAN-R72,N,COMPLETE,N, ,Yes,Y,761,Y,Install from Quesnel Dr,King Edward,W King Edward,King Edward,W King Edward,Install to Angus Dr.,NO,NO,2W,Painted Lanes,Painted Lanes,EW,226.3145025,Arterial,Yes,50,Active,PBP,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,NtoPL,"August 2015 - Arbutus Ridge - West King Edward Avenue Road Improvement Project - August 7th 2015, Quesnel Dr to Granville St. https://dailyhive.com/vancouver/vancouver-summer-road-closures-2015",NEWS,Y,PL,PL,15-Aug,2015,2015, ,Spring 2023 map shows its still a bike lane throughout the entire route: https://vancouver.ca/files/cov/map-cycling-vancouver.pdf, ,N, , , ,,,, , , , , ,, , , ,"49.24820243749613, -123.16389126369931","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.16242912531003, 49.248552368532074], [-123.16266547002535, 49.24845850267697], [-123.16270391673929, 49.24844208621005], [-123.16309393360049, 49.248311297008044], [-123.1635026","{ ""type"": ""LineString"", ""coordinates"": [[-123.16242912531003, 49.248552368532074], [-123.16266547002535, 49.24845850267697], [-123.16270391673929, 49.24844208621005], [-123.16309393360049, 49.248311297008044], [-123.16350267217572, 49.24820791185488], [-","[-123.16242912531003, 49.248552368532074], [-123.16266547002535, 49.24845850267697], [-123.16270391673929, 49.24844208621005], [-123.16309393360049, 49.248311297008044], [-123.16350267217572, 49.24820791185488], [-123.16392569590595, 49.24813306485082],",0,https://www.google.com/maps/place/49.24820243749613 -123.16389126369931
1763,296398,King Edward,W King Edward,Painted Lanes,PBP,Active,Arterial,EW,2W,2W,50,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,2015, , , ,753,VAN-R72,N,COMPLETE,N, ,Yes,Y,760,Y,Install from Quesnel Dr,King Edward,W King Edward,King Edward,W King Edward,Install to Angus Dr.,NO,NO,2W,Painted Lanes,Painted Lanes,EW,104.4796865,Arterial,Yes,50,Active,PBP,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,NtoPL,"August 2015 - Arbutus Ridge - West King Edward Avenue Road Improvement Project - August 7th 2015, Quesnel Dr to Granville St. https://dailyhive.com/vancouver/vancouver-summer-road-closures-2015",NEWS,Y,PL,PL,15-Aug,2015,2015, ,Spring 2023 map shows its still a bike lane throughout the entire route: https://vancouver.ca/files/cov/map-cycling-vancouver.pdf, ,N, , , ,,,, , , , , ,, , , ,"49.24953488376478, -123.14679845428698","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.14608084644287, 49.24952368800002], [-123.14751606213109, 49.249546079529544]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.14608084644287, 49.24952368800002], [-123.14751606213109, 49.249546079529544]] }","[-123.14608084644287, 49.24952368800002], [-123.14751606213109, 49.249546079529544]",0,https://www.google.com/maps/place/49.24953488376478 -123.14679845428698
849,297274,King Edward,W King Edward,Painted Lanes,PBP,Active,Arterial,EW,2W,2W,50,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,2015, , , ,752,VAN-R72,N,COMPLETE,N, ,Yes,Y,759,Y,Install from Quesnel Dr,King Edward,W King Edward,King Edward,W King Edward,Install to Angus Dr.,NO,NO,2W,Painted Lanes,Painted Lanes,EW,55.74023718,Arterial,Yes,50,Active,PBP,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,NtoPL,"August 2015 - Arbutus Ridge - West King Edward Avenue Road Improvement Project - August 7th 2015, Quesnel Dr to Granville St. https://dailyhive.com/vancouver/vancouver-summer-road-closures-2015",NEWS,Y,PL,PL,15-Aug,2015,2015, ,Spring 2023 map shows its still a bike lane throughout the entire route: https://vancouver.ca/files/cov/map-cycling-vancouver.pdf, ,N, , , ,,,, , , , , ,, , , ,"49.250494244158745, -123.15744265994691","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.15711352432653, 49.25062240695487], [-123.15777179556727, 49.25036608136262]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.15711352432653, 49.25062240695487], [-123.15777179556727, 49.25036608136262]] }","[-123.15711352432653, 49.25062240695487], [-123.15777179556727, 49.25036608136262]",0,https://www.google.com/maps/place/49.250494244158745 -123.15744265994691
1003,297782,Georgia,W Georgia,Painted Lanes,NB,Active,Arterial,EW,2W,2W,50,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,2003, , , ,749,VAN-R71,N,COMPLETE,N,No Upgrades in period,No,Y,758,Y, ,Georgia,W Georgia,Georgia,W Georgia, ,NO,NO,2W,Painted Lanes,Painted Lanes,EW,161.3720041,Arterial,Yes,50,Active,NB,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,NtoPL,June 2003: https://bikehub.ca/sites/default/files/vacc_newsletter-17-2003_summer.pdf,BLOG,N,PL,PL,In 2003,2003,2003, ,"Small sections painted between Sept 2011 and Aug 2012, but not significant, only few parts", ,N, , , ,,,, , , , , ,, , , ,"49.29310511504286, -123.13452892914825","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.13374007404094, 49.29259467647051], [-123.13531778425553, 49.29361555361522]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.13374007404094, 49.29259467647051], [-123.13531778425553, 49.29361555361522]] }","[-123.13374007404094, 49.29259467647051], [-123.13531778425553, 49.29361555361522]",0,https://www.google.com/maps/place/49.29310511504286 -123.13452892914825
1001,297780,Georgia,W Georgia,Painted Lanes,NB,Active,Arterial,EW,OW,2W,50,Paved,NO,NO,Painted Lanes, ,Yes,2003, , , ,748,VAN-R71,N,COMPLETE,N,No Upgrades in period,No,Y,757,Y, ,Georgia,W Georgia,Georgia,W Georgia, ,NO,NO,OW, ,Painted Lanes,EW,107.3975874,Arterial,Yes,50,Active,NB,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,NtoPL,June 2003: https://bikehub.ca/sites/default/files/vacc_newsletter-17-2003_summer.pdf,BLOG,N,PL,PL,In 2003,2003,2003, ,"Small sections painted between Sept 2011 and Aug 2012, but not significant, only few parts", ,N, , , ,,,, , , , , ,, , , ,"49.290135721081754, -123.12993966239362","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.13046464382016, 49.29047542731978], [-123.12941468096713, 49.28979601484373]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.13046464382016, 49.29047542731978], [-123.12941468096713, 49.28979601484373]] }","[-123.13046464382016, 49.29047542731978], [-123.12941468096713, 49.28979601484373]",0,https://www.google.com/maps/place/49.290135721081754 -123.12993966239362
1002,297781,Georgia,W Georgia,Painted Lanes,NB,Active,Arterial,EW,2W,2W,50,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,2003, , , ,747,VAN-R71,N,COMPLETE,N,No Upgrades in period,No,Y,756,Y, ,Georgia,W Georgia,Georgia,W Georgia, ,NO,NO,2W,Painted Lanes,Painted Lanes,EW,160.863702,Arterial,Yes,50,Active,NB,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,NtoPL,June 2003: https://bikehub.ca/sites/default/files/vacc_newsletter-17-2003_summer.pdf,BLOG,N,PL,PL,In 2003,2003,2003, ,"Small sections painted between Sept 2011 and Aug 2012, but not significant, only few parts", ,N, , , ,,,, , , , , ,, , , ,"49.291070061239125, -123.1313836197277","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.13059726051996, 49.29056124431132], [-123.13216997893542, 49.29157887816692]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.13059726051996, 49.29056124431132], [-123.13216997893542, 49.29157887816692]] }","[-123.13059726051996, 49.29056124431132], [-123.13216997893542, 49.29157887816692]",0,https://www.google.com/maps/place/49.291070061239125 -123.1313836197277
2440,295229,Georgia,W Georgia,Painted Lanes,NB,Active,Arterial,EW,2W,2W,50,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,2003, , , ,746,VAN-R71,N,COMPLETE,N,No Upgrades in period,No,Y,755,Y, ,Georgia,W Georgia,Georgia,W Georgia, ,NO,NO,2W,Painted Lanes,Painted Lanes,EW,160.5829298,Arterial,Yes,50,Active,NB,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,NtoPL,June 2003: https://bikehub.ca/sites/default/files/vacc_newsletter-17-2003_summer.pdf,BLOG,N,PL,PL,In 2003,2003,2003, ,"Small sections painted between Sept 2011 and Aug 2012, but not significant, only few parts", ,N, , , ,,,, , , , , ,, , , ,"49.292086777318715, -123.13295502648819","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.13216997893542, 49.29157887816692], [-123.13374007404094, 49.29259467647051]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.13216997893542, 49.29157887816692], [-123.13374007404094, 49.29259467647051]] }","[-123.13216997893542, 49.29157887816692], [-123.13374007404094, 49.29259467647051]",0,https://www.google.com/maps/place/49.292086777318715 -123.13295502648819
2465,297783,Georgia,W Georgia,Painted Lanes,NB,Active,Arterial,EW,OW,2W,50,Paved,NO,NO,Painted Lanes, ,No,2003, , , ,745,VAN-R71,N,COMPLETE,N,No Upgrades in period,No,Y,754,Y, ,Georgia,W Georgia,Georgia,W Georgia, ,NO,NO,OW, ,Painted Lanes,EW,13.56515583,Arterial,No,50,Active,NB,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,NtoPL,June 2003: https://bikehub.ca/sites/default/files/vacc_newsletter-17-2003_summer.pdf,BLOG,N,PL,PL,In 2003,2003,2003, ,"Small sections painted between Sept 2011 and Aug 2012, but not significant, only few parts", ,N, , , ,,,, , , , , ,, , , ,"49.29051833581555, -123.13053095217006","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.13046464382016, 49.29047542731978], [-123.13059726051996, 49.29056124431132]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.13046464382016, 49.29047542731978], [-123.13059726051996, 49.29056124431132]] }","[-123.13046464382016, 49.29047542731978], [-123.13059726051996, 49.29056124431132]",0,https://www.google.com/maps/place/49.29051833581555 -123.13053095217006
